69.8,0.0,30.2,0.0,8.1,0.0,8.7,25.5,54.4,78.5,98.7,0.0,0.0,0.0,0.0,0.0,0.7,7.4,36.2,73.2,100.0,149,2lhb
75.7,0.0,24.3,0.0,9.1,0.0,0.7,21.5,54.2,77.8,99.3,0.0,0.0,0.0,0.0,0.0,5.6,31.2,37.5,57.6,100.0,144,3sdha
72.5,0.0,27.5,0.0,8.5,0.0,2.8,19.7,50.0,73.9,97.2,0.0,0.0,0.0,0.0,0.0,0.7,33.1,40.1,82.4,100.0,142,1flp
74.8,0.0,25.2,0.0,9.6,0.0,2.7,23.8,48.3,76.9,99.3,0.0,0.0,0.0,0.0,0.0,0.7,25.9,50.3,67.3,100.0,147,2hbg
72.1,0.0,27.9,0.0,10.5,0.0,4.5,24.7,46.1,72.1,98.1,0.0,0.0,0.0,0.0,0.0,0.6,16.9,54.5,79.2,100.0,154,2mge
75.0,0.0,25.0,0.0,11.9,0.0,2.2,23.5,50.7,75.0,98.5,0.0,0.0,0.0,0.0,0.0,0.7,27.2,37.5,67.6,100.0,136,1eca
71.2,0.0,28.8,0.0,7.9,0.0,3.3,20.9,52.3,77.8,99.3,0.0,0.0,0.0,0.0,0.0,0.7,27.5,34.6,66.0,100.0,153,2gdm
22.6,9.6,67.8,0.7,3.4,3.4,4.1,8.9,74.0,91.8,97.9,45.9,47.3,59.6,76.0,78.8,0.7,23.3,40.4,62.3,100.0,146,1babb
71.6,0.0,28.4,0.0,8.6,0.0,2.8,22.0,55.3,78.0,98.6,0.0,0.0,0.0,0.0,0.0,0.7,28.4,35.5,56.7,100.0,141,1itha
72.8,0.0,27.2,0.0,9.6,0.0,1.4,24.5,53.7,78.2,99.3,0.0,0.0,0.0,0.0,0.0,0.7,13.6,32.0,68.0,100.0,147,1ash
70.1,0.0,29.9,0.0,10.3,0.0,8.9,26.8,51.6,73.9,95.5,0.0,0.0,0.0,0.0,0.0,0.6,7.0,37.6,82.8,100.0,157,1hlb
77.2,0.0,22.8,0.0,8.7,0.0,2.5,24.7,53.1,75.3,99.4,0.0,0.0,0.0,0.0,0.0,0.6,12.3,43.8,69.1,100.0,162,1cpca
76.7,0.0,23.3,0.0,9.4,0.0,2.3,23.8,51.2,75.0,99.4,0.0,0.0,0.0,0.0,0.0,0.6,36.6,42.4,71.5,100.0,172,1cpcb
73.1,10.3,16.7,2.6,2.6,2.6,9.0,25.6,43.6,70.5,89.7,3.8,5.1,7.7,92.3,94.9,1.3,48.7,52.6,56.4,100.0,78,1grj1
77.3,0.0,22.7,0.0,7.3,0.0,3.6,27.3,46.4,70.0,90.0,0.0,0.0,0.0,0.0,0.0,0.9,20.9,54.5,93.6,100.0,110,1srya1
25.6,3.7,70.7,0.0,4.9,2.5,25.6,30.5,82.9,89.0,96.3,67.1,67.1,68.3,69.5,69.5,1.2,17.1,43.9,61.0,100.0,82,1isca1
18.0,4.5,77.5,0.0,3.6,1.8,12.6,16.2,88.3,92.8,97.3,57.7,57.7,58.6,59.5,61.3,0.9,26.1,45.9,69.4,100.0,111,1ccr
25.0,14.5,60.5,0.0,4.9,6.5,5.6,50.0,84.7,91.1,97.6,13.7,16.1,35.5,62.1,71.0,0.8,24.2,42.7,64.5,100.0,124,1cxa
48.8,0.0,51.2,0.0,9.9,0.0,3.7,34.1,52.4,85.4,97.6,0.0,0.0,0.0,0.0,0.0,1.2,22.0,45.1,70.7,100.0,82,2pac
35.4,0.0,64.6,0.0,6.8,0.0,17.7,32.7,60.5,78.9,95.9,0.0,0.0,0.0,0.0,0.0,0.7,15.6,46.9,70.1,100.0,147,2mtac
55.7,0.0,44.3,0.0,12.8,0.0,3.8,44.3,58.2,84.8,98.7,0.0,0.0,0.0,0.0,0.0,1.3,22.8,34.2,60.8,100.0,79,1c53
33.8,5.0,61.2,0.0,7.6,2.5,5.0,62.5,71.2,87.5,96.2,46.2,46.2,47.5,48.8,50.0,1.2,21.2,36.2,56.2,100.0,80,1fcdc1
50.0,0.0,50.0,0.0,8.6,0.0,4.3,52.1,67.0,79.8,96.8,0.0,0.0,0.0,0.0,0.0,1.1,20.2,33.0,45.7,100.0,94,1fcdc2
74.1,0.0,25.9,0.0,11.3,0.0,9.3,25.9,50.0,75.9,94.4,0.0,0.0,0.0,0.0,0.0,1.9,5.6,40.7,70.4,100.0,54,1enh
55.8,0.0,44.2,0.0,7.9,0.0,6.5,18.2,37.7,51.9,96.1,0.0,0.0,0.0,0.0,0.0,1.3,29.9,63.6,74.0,100.0,77,1lfb
49.2,0.0,50.8,0.0,10.3,0.0,16.9,27.1,49.2,61.0,94.9,0.0,0.0,0.0,0.0,0.0,1.7,11.9,45.8,72.9,100.0,59,1aplc
59.0,0.0,41.0,0.0,10.0,0.0,18.0,31.1,54.1,75.4,90.2,0.0,0.0,0.0,0.0,0.0,1.6,9.8,39.3,65.6,100.0,61,1hdp
52.0,0.0,48.0,0.0,12.2,0.0,14.0,24.0,44.0,56.0,78.0,0.0,0.0,0.0,0.0,0.0,2.0,12.0,62.0,88.0,100.0,50,1hcra
30.2,0.0,69.8,0.0,4.8,0.0,9.3,14.0,20.9,27.9,37.2,0.0,0.0,0.0,0.0,0.0,2.3,46.5,65.1,81.4,100.0,43,1ret
54.5,0.0,45.5,0.0,11.1,0.0,16.4,27.3,49.1,70.9,85.5,0.0,0.0,0.0,0.0,0.0,1.8,10.9,47.3,87.3,100.0,55,1msec1
60.0,0.0,40.0,0.0,12.2,0.0,12.0,24.0,46.0,70.0,86.0,0.0,0.0,0.0,0.0,0.0,2.0,10.0,62.0,90.0,100.0,50,1msec2
52.8,8.3,38.9,0.0,8.5,5.6,8.3,19.4,41.7,59.7,73.6,77.8,77.8,80.6,91.7,94.4,1.4,31.9,52.8,86.1,100.0,72,1leb
44.1,8.8,47.1,0.0,9.0,6.0,2.9,11.8,51.5,66.2,77.9,38.2,38.2,41.2,95.6,98.5,1.5,27.9,44.1,83.8,100.0,68,3gapb2
54.1,0.0,45.9,0.0,8.2,0.0,6.8,18.9,39.2,60.8,74.3,0.0,0.0,0.0,0.0,0.0,1.4,29.7,77.0,87.8,100.0,74,1hsta
